ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000114933.16	INO80D	INO80D	54891	INO80 complex subunit D	325.315353227939	0.06379828278211949	0.09561016053029067	0.37110478631806215	0.6647450627054606
ENSG00000161904.12	LEMD2	LEMD2	221496	LEM domain nuclear envelope protein 2	887.7822810026322	0.055119950136608156	0.07926909722600994	0.37114568544904414	0.6647450627054606
ENSG00000238142.2	LOC105376805	LOC105376805	105376805	uncharacterized LOC105376805	8.299041138685352	0.09301078634605443	0.25971961207554706	0.3711623151893941	0.6647450627054606
ENSG00000228672.4	PROB1	PROB1	389333	proline rich basic protein 1	46.84325406937138	0.08781827911218197	0.18713291868605117	0.37116608147037716	0.6647450627054606
ENSG00000233429.9	HOTAIRM1	HOTAIRM1	100506311	HOXA transcript antisense RNA, myeloid-specific 1	69.91142552635102	0.08597218713193112	0.1747164016258455	0.3711672872123357	0.6647450627054606
ENSG00000213638.6	ADAT3	ADAT3	113179	adenosine deaminase tRNA specific 3	15.772367859661358	0.0929808184083734	0.2625410856778741	0.3712069352420245	0.6647471420943751
ENSG00000143324.14	XPR1	XPR1	9213	xenotropic and polytropic retrovirus receptor 1	1019.0042824023042	-0.07243064449470091	0.11691050776958482	0.3713319065023566	0.6648690102501992
ENSG00000287278.1	NA	ENSG00000287278.1	NA	NA	5.446737339654612	-0.08017699426000482	0.36233789198934374	0.3713519767186007	0.6648690102501992
ENSG00000231806.3	PCAT7	PCAT7	101928099	prostate cancer associated transcript 7	1.2478006899688172	-0.06637298491691469	0.40175994416178035	0.3717738829922059	NA
ENSG00000127951.7	FGL2	FGL2	10875	fibrinogen like 2	223.4389639323441	-0.08680224838478508	0.3298494578468933	0.3719442056117637	0.6658603150213912
ENSG00000281641.3	NA	ENSG00000281641.3	NA	NA	1.1881350722600637	-0.06709479228663551	0.4000780937171948	0.37209130791635014	NA
ENSG00000169239.13	CA5B	CA5B	11238	carbonic anhydrase 5B	262.1242381291661	0.08659389000695279	0.18006407713375647	0.37221767708530573	0.6662655834617176
ENSG00000161888.11	SPC24	SPC24	147841	SPC24 component of NDC80 kinetochore complex	71.11337904046079	0.09100686148997879	0.2180875383413263	0.37239326040562093	0.6662655834617176
ENSG00000155542.12	SETD9	SETD9	133383	SET domain containing 9	54.67615501629468	-0.0876203298588668	0.18754113496845973	0.3724366084126994	0.6662655834617176
ENSG00000271936.1	NA	ENSG00000271936.1	NA	NA	5.3567977957683715	-0.09174404251146528	0.28681968624301096	0.37244218337319235	0.6662655834617176
ENSG00000005469.11	CROT	CROT	54677	carnitine O-octanoyltransferase	421.4090785744039	-0.08567960806329339	0.1744435531686068	0.37245538632410696	0.6662655834617176
ENSG00000152782.16	PANK1	PANK1	53354	pantothenate kinase 1	87.3005847134116	-0.0846854728859223	0.1684266642217098	0.3724635350984428	0.6662655834617176
ENSG00000189136.9	NA	ENSG00000189136.9	NA	NA	93.63205887671114	-0.07585385209704362	0.12840594759684743	0.37248477591809825	0.6662655834617176
ENSG00000063761.16	ADCK1	ADCK1	57143	aarF domain containing kinase 1	106.49757946782434	-0.0746736170956208	0.12442472934956392	0.3725133044287743	0.6662655834617176
ENSG00000163666.10	HESX1	HESX1	8820	HESX homeobox 1	20.298338892089983	0.09013813671382225	0.2089525845813536	0.3725322850723463	0.6662655834617176
ENSG00000254363.6	NA	ENSG00000254363.6	NA	NA	6.929192456060843	0.09171942626596533	0.2867857979570684	0.3725563342446311	0.6662655834617176
ENSG00000185837.3	HDHD5-AS1	HDHD5-AS1	100130717	HDHD5 antisense RNA 1	2.0422196882960613	-0.08016347027136128	0.3610019307057376	0.37283738134824024	NA
ENSG00000245680.10	ZNF585B	ZNF585B	92285	zinc finger protein 585B	301.3353393386135	-0.07071476081674631	0.11273284764030646	0.37287779556299583	0.6667714344097799
ENSG00000287259.1	LOC124904530	LOC124904530	124904530	uncharacterized LOC124904530	1.7167492246570257	-0.0768806119702021	0.37298523786771137	0.3729459854838508	NA
ENSG00000115368.10	WDR75	WDR75	84128	WD repeat domain 75	612.6783453336161	0.06391605661223397	0.0963883167912679	0.3729536843478847	0.6668123161093968
ENSG00000277020.4	LOC105370103	LOC105370103	105370103	uncharacterized LOC105370103	1.3780614063777494	-0.07495406594549904	0.37921485890932793	0.37295853227451004	NA
ENSG00000270006.2	C16orf95-DT	C16orf95-DT	101928659	C16orf95 divergent transcript	3.4965880267555147	-0.08873442888486906	0.3153736762063153	0.3729591208942068	NA
ENSG00000230896.1	NA	ENSG00000230896.1	NA	NA	23.54478610156478	-0.09010583908642997	0.2096638317545356	0.373023020920109	0.6668123161093968
ENSG00000099290.17	WASHC2A	WASHC2A	387680	WASH complex subunit 2A	2711.741589214427	0.07006484823142349	0.11104191933841755	0.3730395191960795	0.6668123161093968
ENSG00000150722.10	PPP1R1C	PPP1R1C	151242	protein phosphatase 1 regulatory inhibitor subunit 1C	13.6156364172726	0.09058771717887622	0.29910022296602884	0.37305508398362097	0.6668123161093968
ENSG00000226124.7	FTCDNL1	FTCDNL1	348751	formiminotransferase cyclodeaminase N-terminal like	23.801875261527563	-0.09187408517325477	0.23356350194850772	0.37328253818253676	0.6670848704467746
ENSG00000215154.6	NA	ENSG00000215154.6	NA	NA	39.89012688070429	-0.08978878205802623	0.20706224976667012	0.373284812000236	0.6670848704467746
ENSG00000215859.9	NA	ENSG00000215859.9	NA	NA	2.083978756578283	-0.07812838315188322	0.3682185526735011	0.373424272019826	NA
ENSG00000262050.1	NA	ENSG00000262050.1	NA	NA	1.464104768375046	-0.07654762606022499	0.37370961290577726	0.3734523245494936	NA
ENSG00000226491.1	NA	ENSG00000226491.1	NA	NA	1.8337970875438028	-0.08249767771483645	0.35039008247609094	0.3734669499791535	NA
ENSG00000266094.8	RASSF5	RASSF5	83593	Ras association domain family member 5	213.52106944912657	0.08276968156233899	0.1588720149135039	0.37350951203775284	0.6674173693271329
ENSG00000272077.1	NA	ENSG00000272077.1	NA	NA	13.130679240743703	0.09203062697485917	0.2386625748549068	0.3736736978541642	0.6676416788390529
ENSG00000286223.1	NA	ENSG00000286223.1	NA	NA	2.4479953135011367	0.08051458690497897	0.35873110286092624	0.37372458659093544	NA
ENSG00000267519.6	NA	ENSG00000267519.6	NA	NA	162.33741420474755	0.08219568322922625	0.15612803510843948	0.3737523629169385	0.6677131580783369
ENSG00000128191.16	DGCR8	DGCR8	54487	DGCR8 microprocessor complex subunit	515.5020283140659	-0.06704586792628522	0.10372640757492603	0.37384399553649345	0.6678077868348655
ENSG00000254409.3	NA	ENSG00000254409.3	NA	NA	1.4991368943650736	-0.0802940072100964	0.3594825010094631	0.3738820304254198	NA
ENSG00000167967.16	E4F1	E4F1	1877	E4F transcription factor 1	380.37436689715366	0.06945449950236855	0.1097986703407782	0.37398240702545293	0.6679859497563209
ENSG00000067182.8	TNFRSF1A	TNFRSF1A	7132	TNF receptor superfamily member 1A	3835.163778054902	0.054566165748186395	0.07889184093904644	0.3740526396584815	0.6680423112585351
ENSG00000183309.11	ZNF623	ZNF623	9831	zinc finger protein 623	664.764406217617	-0.0604734474778221	0.08967871795088267	0.37412909375401454	0.6680834615049832
ENSG00000188343.13	CIBAR1	CIBAR1	137392	CBY1 interacting BAR domain containing 1	891.3650695355043	0.06622398616842812	0.10189428944739054	0.37415304094127505	0.6680834615049832
ENSG00000255566.1	LOC100420899	LOC100420899	100420899	mitochondrial ribosomal protein S25 pseudogene	2.3468904298768543	-0.08374241391770718	0.3435687483430488	0.3742340173251012	NA
ENSG00000163932.15	PRKCD	PRKCD	5580	protein kinase C delta	393.75735325756915	0.06814350629080693	0.10656281626977236	0.37429514357450766	0.668231467224614
ENSG00000100280.16	AP1B1	AP1B1	162	adaptor related protein complex 1 subunit beta 1	1140.696408001735	-0.07017543931077523	0.11185196657331174	0.3743133073991513	0.668231467224614
ENSG00000165526.9	RPUSD4	RPUSD4	84881	RNA pseudouridine synthase D4	450.9746990761191	0.06431086500585677	0.09766317742588405	0.3743962831906057	0.6683105212141527
ENSG00000286193.2	CPLANE1-AS1	CPLANE1-AS1	105374727	CPLANE1 antisense RNA 1	2.565575305115046	-0.08568767300587224	0.33293266514688047	0.37441298410262736	NA
ENSG00000197579.8	TOPORS	TOPORS	10210	TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase	530.1124714741334	0.06542133048552103	0.10014713043324569	0.37444577773654847	0.6683297998414451
ENSG00000284657.1	NA	ENSG00000284657.1	NA	NA	3.8915174591557617	-0.08760252109833366	0.32068472052859875	0.3745933160670208	NA
ENSG00000134375.11	TIMM17A	TIMM17A	10440	translocase of inner mitochondrial membrane 17A	654.5458426176168	0.0716065710327713	0.11599405790434314	0.3746284418746523	0.6685332066959464
ENSG00000128482.16	RNF112	RNF112	7732	ring finger protein 112	31.475914666406936	0.0890847534738561	0.2030738255175748	0.3746371530575535	0.6685332066959464
ENSG00000229320.3	KRT8P12	KRT8P12	90133	keratin 8 pseudogene 12	48.90763273591427	0.08143169991322217	0.1531755605168896	0.37472067497473566	0.6686131712978961
ENSG00000071189.21	SNX13	SNX13	23161	sorting nexin 13	1180.4683397642991	-0.05477001326731298	0.07939930711626082	0.3748535760101854	0.6687812173172112
ENSG00000239884.3	RN7SL608P	RN7SL608P	106480521	RNA, 7SL, cytoplasmic 608, pseudogene	1.2364484235002824	0.07579663879839701	0.37511481455279916	0.37486430356640793	NA
ENSG00000272434.1	NA	ENSG00000272434.1	NA	NA	2.426607074927761	0.08296052097973837	0.34664752104981067	0.37488327484958284	NA
ENSG00000150782.12	IL18	IL18	3606	interleukin 18	1.3594375551466653	-0.07649292491375508	0.37272819654946776	0.37493482947615814	NA
ENSG00000159199.14	ATP5MC1	ATP5MC1	516	ATP synthase membrane subunit c locus 1	346.8566697464464	0.0783106236318431	0.1392858881565362	0.37495229927742263	0.6688209786879443
ENSG00000179528.16	LBX2	LBX2	85474	ladybird homeobox 2	13.630440376842103	-0.09214669617879925	0.2574782789444766	0.3749626548284721	0.6688209786879443
ENSG00000280159.1	NA	ENSG00000280159.1	NA	NA	6.9616626705110205	0.09078654725899374	0.29165754047315134	0.374992030894746	0.6688209786879443
ENSG00000184178.16	SCFD2	SCFD2	152579	sec1 family domain containing 2	282.6994082046849	-0.07575579418900558	0.12954950246058775	0.37505538201164723	0.6688649001657379
ENSG00000246560.2	NA	ENSG00000246560.2	NA	NA	20.69261208435586	0.08913717583781032	0.20476497369111557	0.3752662049900778	0.6691242491273032
ENSG00000173163.10	COMMD1	COMMD1	150684	copper metabolism domain containing 1	276.93988503100485	-0.06494136825123394	0.09932479347944187	0.3752782886345638	0.6691242491273032
ENSG00000117174.11	ZNHIT6	ZNHIT6	54680	zinc finger HIT-type containing 6	687.3129787980555	0.07416288684213594	0.12427043621891948	0.3754045012903002	0.6692030012098179
ENSG00000089289.16	IGBP1	IGBP1	3476	immunoglobulin binding protein 1	933.1934834474396	0.060825864305627766	0.09069356541599742	0.3754062572289005	0.6692030012098179
ENSG00000163507.14	CIP2A	CIP2A	57650	cellular inhibitor of PP2A	116.60181700417843	-0.0712842273384357	0.11542184292138309	0.3754386916236183	0.6692030012098179
ENSG00000100902.11	PSMA6	PSMA6	5687	proteasome 20S subunit alpha 6	35.49522417642319	-0.08561660663871506	0.1778551538650565	0.3755259924773759	0.669284900873626
ENSG00000147852.16	VLDLR	VLDLR	7436	very low density lipoprotein receptor	1031.1484041916633	-0.08389214163908489	0.16720892794484538	0.3755621386792024	0.669284900873626
ENSG00000260266.1	PPIAP46	PPIAP46	729739	peptidylprolyl isomerase A pseudogene 46	4.1628671982209235	0.08994914249700933	0.29944262672008803	0.3756142750411615	0.6693087546178625
ENSG00000168066.20	SF1	SF1	7536	splicing factor 1	2681.79017242631	0.05822723169375677	0.0857742878212081	0.3757199335356577	0.669389955770539
ENSG00000230435.1	NA	ENSG00000230435.1	NA	NA	4.820972018661104	0.09047601564424668	0.29331588772167017	0.37573735648421575	0.669389955770539
ENSG00000166596.15	CFAP52	CFAP52	146845	cilia and flagella associated protein 52	4.069118066610351	0.08902281000872106	0.30753976729711363	0.37586762888008696	0.6695529791684057
ENSG00000255145.3	NA	ENSG00000255145.3	NA	NA	5.544589093321827	-0.09099809739866943	0.2858201238362333	0.3759069937495291	0.6695540472354199
ENSG00000116062.16	MSH6	MSH6	2956	mutS homolog 6	1007.3272518295017	0.05352479075050599	0.07749903263691446	0.37602795033906505	0.6696877665936363
ENSG00000223658.8	C1GALT1C1L	C1GALT1C1L	728819	C1GALT1 specific chaperone 1 like	8.159189615713963	0.0918975746501133	0.25678960272247425	0.37605961372114854	0.6696877665936363
ENSG00000123096.11	SSPN	SSPN	8082	sarcospan	500.14363179678503	0.08140438682923011	0.15433885764790675	0.376168624527837	0.6697737263430262
ENSG00000151806.14	GUF1	GUF1	60558	GTP binding elongation factor GUF1	444.73212451532834	0.06615343772969058	0.10241916984614335	0.37625361702305543	0.6697737263430262
ENSG00000258955.2	NA	ENSG00000258955.2	NA	NA	11.789942679009123	-0.09150654208305357	0.2398195382953847	0.37625973010784386	0.6697737263430262
ENSG00000167513.9	CDT1	CDT1	81620	chromatin licensing and DNA replication factor 1	21.303274786553132	-0.09048638980853398	0.22195694559423504	0.37626299598809537	0.6697737263430262
ENSG00000237399.7	PITRM1-AS1	PITRM1-AS1	100507034	PITRM1 antisense RNA 1	9.812093142168152	-0.09183620775432019	0.2572382556374353	0.37633294041183096	0.6698101392159278
ENSG00000167548.15	KMT2D	KMT2D	8085	lysine methyltransferase 2D	2025.9017150132015	0.07255780958374204	0.11965101415331489	0.3763958269330308	0.6698101392159278
ENSG00000248677.2	LINC02102	LINC02102	100505625	long intergenic non-protein coding RNA 2102	6.320097102891959	-0.0910035906422701	0.28394104799432557	0.3763997922203448	0.6698101392159278
ENSG00000225891.2	LOC124903883	LOC124903883	124903883	uncharacterized LOC124903883	2.3846817626046777	-0.08446724621278977	0.3370746015345541	0.376438344334651	NA
ENSG00000204120.14	GIGYF2	GIGYF2	26058	GRB10 interacting GYF protein 2	1827.4103173206122	0.05336416029906452	0.07730749673811271	0.3764526405681806	0.6698255339057904
ENSG00000230330.1	NA	ENSG00000230330.1	NA	NA	1.208149868699611	-0.07320079816441197	0.3820673731357522	0.3764793273199672	NA
ENSG00000279048.1	NA	ENSG00000279048.1	NA	NA	11.95070695263583	-0.09119143704663218	0.23391381679631792	0.37648600527775666	0.6698255339057904
ENSG00000272128.1	NA	ENSG00000272128.1	NA	NA	1.2973242359528003	-0.07457987978452953	0.3778162853945978	0.37651192309780446	NA
ENSG00000173113.6	TRMT112	TRMT112	51504	tRNA methyltransferase activator subunit 11-2	947.1916801883197	0.07078863336702738	0.11451166684081908	0.37660327596230314	0.6699651645299104
ENSG00000201302.1	SNORA65	SNORA65	26783	small nucleolar RNA, H/ACA box 65	4.216648028603021	-0.09014886049844686	0.2946569408095655	0.37664444269384023	0.6699693938422254
ENSG00000277496.1	NA	ENSG00000277496.1	NA	NA	22.22755080620314	-0.09164945960482211	0.24765173374218324	0.3766878292159867	0.6699745534655446
ENSG00000181274.7	FRAT2	FRAT2	23401	FRAT regulator of WNT signaling pathway 2	60.322580578562004	0.0814752803252987	0.15521205525436868	0.3767324575332001	0.6699745534655446
ENSG00000065548.18	ZC3H15	ZC3H15	55854	zinc finger CCCH-type containing 15	919.4991590779305	-0.06453428103844772	0.09886972453370112	0.37676371224009003	0.6699745534655446
ENSG00000163956.13	LRPAP1	LRPAP1	4043	LDL receptor related protein associated protein 1	2042.2006270426427	-0.06209601161689914	0.0936553027379811	0.3768714463345192	0.6700971403221964
ENSG00000277491.1	NA	ENSG00000277491.1	NA	NA	3.5590232697994555	0.08803142860810821	0.31363407388157505	0.37688821507534964	NA
ENSG00000279993.1	NA	ENSG00000279993.1	NA	NA	2.0154637563589883	0.0844701575331559	0.3364714959462697	0.3768943951837278	NA
ENSG00000105808.17	RASA4	RASA4	10156	RAS p21 protein activator 4	9.399213190466169	-0.09004534789705537	0.2948892419646224	0.37699980535716676	0.670148306496839
ENSG00000010704.18	HFE	HFE	3077	homeostatic iron regulator	451.98983567144853	-0.07385762503017791	0.12415203722348273	0.3770920163498371	0.670148306496839
ENSG00000107404.20	DVL1	DVL1	1855	dishevelled segment polarity protein 1	998.0863774744264	0.07097766691374109	0.1152650305269592	0.37709253751223243	0.670148306496839
ENSG00000168612.4	ZSWIM1	ZSWIM1	90204	zinc finger SWIM-type containing 1	222.44977735200666	-0.0654038395669632	0.1009497610059372	0.3771041060303549	0.670148306496839
ENSG00000228506.2	NA	ENSG00000228506.2	NA	NA	57.19395682915196	0.08649716733973534	0.1861774832020201	0.37715775453310824	0.670148306496839
ENSG00000225975.7	NA	ENSG00000225975.7	NA	NA	36.301001875297374	-0.084795727045692465	0.17457461660404375	0.3771634373138037	0.670148306496839
ENSG00000077522.13	ACTN2	ACTN2	88	actinin alpha 2	5.367694112242623	0.08097794232257864	0.3533062503573584	0.37717182071883815	0.670148306496839
ENSG00000249042.6	FAM151B-DT	FAM151B-DT	121232370	FAM151B divergent transcript	11.48479777397421	-0.09097558532099256	0.2341132533739583	0.3775233755377506	0.6707039438683429
ENSG00000113296.14	THBS4	THBS4	7060	thrombospondin 4	30.727217448059214	-0.08680898597806944	0.18923879792994946	0.3776544945334051	0.6708657883470168
ENSG00000108953.17	YWHAE	YWHAE	7531	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	6487.2972350636865	0.061956724514890926	0.09358941629939818	0.3776921564315882	0.6708657883470168
ENSG00000248449.2	NA	ENSG00000248449.2	NA	NA	2.3049437431945288	0.07956276287929573	0.3586428967172085	0.3778851673215588	NA
ENSG00000277969.1	NA	ENSG00000277969.1	NA	NA	23.295623129120553	0.09039330396432858	0.22607323558517434	0.3780527825269773	0.6713346962577016
ENSG00000268670.1	NA	ENSG00000268670.1	NA	NA	5.924654449798875	0.09024115965385306	0.289450718379602	0.378054077280038	0.6713346962577016
ENSG00000115762.16	PLEKHB2	PLEKHB2	55041	pleckstrin homology domain containing B2	1390.6810204465696	0.06005477318867282	0.08983955703793192	0.37807275303952426	0.6713346962577016
ENSG00000164849.10	GPR146	GPR146	115330	G protein-coupled receptor 146	7.747859002868936	0.09007944933672937	0.2912660894024749	0.37814701216368657	0.671397532287335
ENSG00000274925.1	ZKSCAN2-DT	ZKSCAN2-DT	112577464	ZKSCAN2 divergent transcript	25.71426988478647	-0.08735473552767542	0.19455836471488738	0.37829650030525175	0.6715939102962595
ENSG00000261742.6	LINC00922	LINC00922	283867	long intergenic non-protein coding RNA 922	3.398358632227471	-0.0875426553993363	0.31466796189955293	0.3783882686141358	NA
ENSG00000135114.12	OASL	OASL	8638	2'-5'-oligoadenylate synthetase like	3.968080381365606	-0.0873020598251047	0.31633996254367097	0.37845688128629074	0.6718095841291689
ENSG00000162174.12	ASRGL1	ASRGL1	80150	asparaginase and isoaspartyl peptidase 1	1.814961265376406	0.07932496457836076	0.3589842651902352	0.378553291300981	NA
ENSG00000106804.8	C5	C5	727	complement C5	238.6039187422278	0.08041703168899576	0.15178062086244345	0.37880694974144574	0.6723618986675831
ENSG00000269973.1	NA	ENSG00000269973.1	NA	NA	85.71876688769142	0.08059843326406652	0.15272910303779172	0.37886674954131844	0.6723989414383119
ENSG00000280087.1	NA	ENSG00000280087.1	NA	NA	1.7516997949269042	-0.0801402213134863	0.35512197310595534	0.37898684134752786	NA
ENSG00000232098.3	NA	ENSG00000232098.3	NA	NA	179.0462163831858	0.07338071477854641	0.12363576722259853	0.37911065667695043	0.6727482050467481
ENSG00000105229.7	PIAS4	PIAS4	51588	protein inhibitor of activated STAT 4	244.47596872225634	0.07142755670018054	0.11750689869433023	0.37914144441437275	0.6727482050467481
ENSG00000102699.6	PARP4	PARP4	143	poly(ADP-ribose) polymerase family member 4	2847.4826126809858	0.06674388076012171	0.10487085767141116	0.3792878319224355	0.6728770303848802
ENSG00000125531.7	FNDC11	FNDC11	79025	fibronectin type III domain containing 11	12.410556435838124	-0.09072047954490169	0.23687151031966405	0.3792919620094485	0.6728770303848802
ENSG00000213023.11	SYT3	SYT3	84258	synaptotagmin 3	2.065209019310426	0.07854191826922732	0.3612113433583424	0.3795655425531014	NA
ENSG00000140718.21	FTO	FTO	79068	FTO alpha-ketoglutarate dependent dioxygenase	1199.7532558733635	-0.06938053870673923	0.11185909590218227	0.3796596743474363	0.6734601925982253
ENSG00000249494.6	NA	ENSG00000249494.6	NA	NA	1.8296020146977743	-0.07179082751821918	0.383928823741224	0.37989124548024	NA
ENSG00000134595.8	SOX3	SOX3	6658	SRY-box transcription factor 3	2.249615994287105	-0.07430286346243377	0.37617432056232963	0.3799644269523663	NA
ENSG00000279259.1	NA	ENSG00000279259.1	NA	NA	11.58811004371927	-0.09031390173909706	0.23162432329022295	0.3799784083482454	0.6737814546409147
ENSG00000185591.10	SP1	SP1	6667	Sp1 transcription factor	1993.5687924024596	-0.04862741170311413	0.07017369649157758	0.380002114864429	0.6737814546409147
ENSG00000171202.7	TMEM126A	TMEM126A	84233	transmembrane protein 126A	191.57643669269046	0.07708105999078155	0.13781051822741555	0.3800778378659216	0.6737814546409147
ENSG00000276931.1	NA	ENSG00000276931.1	NA	NA	1.2149937287428387	-0.07257326721893205	0.3814430238039226	0.38016229579004884	NA
ENSG00000105223.20	PLD3	PLD3	23646	phospholipase D family member 3	5815.237275346104	-0.07003133364101782	0.11391621767986457	0.38023413101373044	0.6737814546409147
ENSG00000054356.14	PTPRN	PTPRN	5798	protein tyrosine phosphatase receptor type N	16.341609222612473	-0.08995115836883072	0.2864106223843286	0.38024568703565104	0.6737814546409147
ENSG00000170265.12	ZNF282	ZNF282	8427	zinc finger protein 282	523.662577487172	0.0604069546722972	0.0910969003894367	0.380259085513498	0.6737814546409147
ENSG00000187231.14	SESTD1	SESTD1	91404	SEC14 and spectrin domain containing 1	1325.7118199617578	-0.0697201900607703	0.11304935834884974	0.3802602142155509	0.6737814546409147
ENSG00000114541.15	FRMD4B	FRMD4B	23150	FERM domain containing 4B	5.235533964242549	-0.07563844302444796	0.37143732433764987	0.3802786115795169	0.6737814546409147
ENSG00000060971.18	ACAA1	ACAA1	30	acetyl-CoA acyltransferase 1	515.8607858109217	0.061633333322425696	0.09362186720704488	0.3802872704314552	0.6737814546409147
ENSG00000275457.1	NA	ENSG00000275457.1	NA	NA	20.103270697132032	0.09059697357210239	0.23923350745534175	0.38030615372783755	0.6737814546409147
ENSG00000261971.8	LOC124900372	LOC124900372	124900372	sialidase-like	43.63627291183331	-0.08411182270264403	0.17404808429009622	0.3803212192905042	0.6737814546409147
ENSG00000167183.3	PRR15L	PRR15L	79170	proline rich 15 like	1.3957803815137624	-0.07473197161741783	0.3744669287443581	0.3803567616703858	NA
ENSG00000197465.14	GYPE	GYPE	2996	glycophorin E (MNS blood group)	36.53543378372932	0.08267581970108785	0.16534166503848913	0.3803633623760594	0.6737814546409147
ENSG00000224237.1	NA	ENSG00000224237.1	NA	NA	2.6154240868512204	0.06562520047399886	0.3992385947805562	0.38039780729505307	NA
ENSG00000101098.12	RIMS4	RIMS4	140730	regulating synaptic membrane exocytosis 4	17.46621540013404	-0.09063867407160209	0.2725626377818538	0.3804033569997827	0.6737814546409147
ENSG00000224358.1	NA	ENSG00000224358.1	NA	NA	4.723801636979645	-0.08975587363636174	0.28864539449533666	0.3804045876372406	0.6737814546409147
ENSG00000179958.9	DCTPP1	DCTPP1	79077	dCTP pyrophosphatase 1	99.24621843051892	0.07806785886517757	0.14222420679772632	0.38042593478799214	0.6737814546409147
ENSG00000237054.9	PRMT5-AS1	PRMT5-AS1	100505758	PRMT5 antisense RNA 1	1.811184147802826	0.08002923661902946	0.3540535056011583	0.38052638012452467	NA
ENSG00000215817.7	ZC3H11B	ZC3H11B	643136	zinc finger CCCH-type containing 11B	1.5062288492458291	0.07668062238325594	0.3674627327875696	0.38057554748344014	NA
ENSG00000114956.20	DGUOK	DGUOK	1716	deoxyguanosine kinase	329.10791824964656	0.0636434424114657	0.09804409241010958	0.3805961538581367	0.6740138182546639
ENSG00000280852.2	NA	ENSG00000280852.2	NA	NA	2.790823891107674	-0.08536315371198057	0.3260546901223744	0.3806378224808136	NA
ENSG00000213995.11	NAXD	NAXD	55739	NAD(P)HX dehydratase	818.2536876525974	0.057251358086031094	0.08509012275339851	0.38073857735766586	0.6741969149191721
ENSG00000225051.5	HMGB3P22	HMGB3P22	729595	high mobility group box 3 pseudogene 22	2.3223353220454475	-0.0828613170274674	0.3402614754554724	0.3807458219806201	NA
ENSG00000163312.11	HELQ	HELQ	113510	helicase, POLQ like	213.68506676511007	-0.0658867417311108	0.1033298733916477	0.38087770517058145	0.6743230878872352
ENSG00000196498.13	NCOR2	NCOR2	9612	nuclear receptor corepressor 2	4076.770971371028	0.07012645312914847	0.11446837811405959	0.3808879137000849	0.6743230878872352
ENSG00000287892.1	NA	ENSG00000287892.1	NA	NA	3.7133208149716914	-0.08701677746097836	0.3139488315043266	0.38104027689647574	NA
ENSG00000272787.1	NA	ENSG00000272787.1	NA	NA	5.734679775176114	0.08934818589730288	0.2918880115308383	0.3810832346284693	0.6745997364459283
ENSG00000103671.10	TRIP4	TRIP4	9325	thyroid hormone receptor interactor 4	350.0503156920556	0.0759891973813736	0.1342021508300905	0.38120267130070684	0.6747420105252929
ENSG00000146555.19	SDK1	SDK1	221935	sidekick cell adhesion molecule 1	901.1189654591794	-0.08896205290053281	0.21624058794482934	0.38134473607340885	0.6749243038692405
ENSG00000150628.7	SPATA4	SPATA4	132851	spermatogenesis associated 4	3.223940229847365	-0.08579804039661634	0.3219917906506799	0.3814448141304097	NA
ENSG00000172890.13	NADSYN1	NADSYN1	55191	NAD synthetase 1	1411.101104158628	0.07151159744659964	0.11894465025385112	0.3816689939384623	0.6753845439483387
ENSG00000196935.9	SRGAP1	SRGAP1	57522	SLIT-ROBO Rho GTPase activating protein 1	1414.2550988809235	-0.07601064396995667	0.1345970339009159	0.3816829859587618	0.6753845439483387
ENSG00000266490.1	NA	ENSG00000266490.1	NA	NA	4.937699025874151	0.08770025335604834	0.3069833413834794	0.3817885578460202	0.6754708880546972
ENSG00000101464.10	PIGU	PIGU	128869	phosphatidylinositol glycan anchor biosynthesis class U	239.94944896689583	-0.0672776373693388	0.10711540523298727	0.38180999768862955	0.6754708880546972
ENSG00000106236.4	NPTX2	NPTX2	4885	neuronal pentraxin 2	2.092074625402633	0.06806909361582399	0.3927122291880905	0.38192185173266713	NA
ENSG00000251000.1	NA	ENSG00000251000.1	NA	NA	1.6254786175480775	-0.07794886683195426	0.3613918956570305	0.38195245860757415	NA
ENSG00000270558.1	NA	ENSG00000270558.1	NA	NA	5.094760973761873	0.08891736391826413	0.29460691097903813	0.3819556525377784	0.675630414810067
ENSG00000167881.15	SRP68	SRP68	6730	signal recognition particle 68	1281.3672254131825	-0.05909354294159185	0.08891230928861156	0.3819784043897814	0.675630414810067
ENSG00000260276.2	NA	ENSG00000260276.2	NA	NA	11.628462321223157	0.08997199993309116	0.23362550325878798	0.38204934111706196	0.6756866905359302
ENSG00000234707.3	SEC61G-DT	SEC61G-DT	100996654	SEC61G divergent transcript	2.585826735955937	-0.08360416847620075	0.3345867347685111	0.38205065405743843	NA
ENSG00000278266.1	NA	ENSG00000278266.1	NA	NA	5.693499994028204	-0.08860978694448422	0.2974698559944605	0.38216247674519194	0.6758175794351341
ENSG00000135617.4	PRADC1	PRADC1	84279	protease associated domain containing 1	162.3247285753133	-0.08107508906347263	0.15830798211573244	0.38222804639416724	0.6758440440144126
ENSG00000144893.12	MED12L	MED12L	116931	mediator complex subunit 12L	23.52372394396791	-0.08696814021203045	0.19803339140303813	0.38227239069158103	0.6758440440144126
